ReportNetEnvelopeFileId,flarepCode,aggCode,aggName,flaggComments,flaggEUFund,flaggEUFundName,flaggExpecDateCompletion,flaggExpecDateStart,flaggExpecDateStartWork,flaggExpLoad,flaggExpLoadColl,flaggExpLoadIAS,flaggInv,flaggLoan,flaggLoanName,flaggMeasures,flaggOtherFund,flaggOtherFundName,flaggReasons,flaggStatus
60370,RO08,ROAG_76978,Pechea,,3.057948,CF,20231231,20170428,20180723,15615,100,0,4.136108,0,,"Extension of the sewage collection system for Pechea, Cuza Voda, Slobozia Conachi (15.739 km)
Construction of 30 new pumping stations in Pechea and Slobozia Conachi nd construction of waste water discharge pipes (5.520 km)",1.0781592,National and local Budget; Beneficiary contribution,Low collecting rate of the urban waste waters; The sewage collection system requires extension.,NC
60370,RO08,ROAG_75347,Beresti,,2.762498,CF,20231231,20170428,20180806,3360,100,0,3.7364892,0,,"Extension of the sewage collection system for Beresti (25.387 km), Rehabilitation of Beresti sewage collection system (4.143 km), construction of the sewage collection system for Beresti Meria (8.973 km) and construction of waste water discharge pipes (3.107 km)",0.9739906,National and local Budget; Beneficiary contribution,"The sewage collection system requires extension.
Low collecting rate of the urban waste waters;
",NC
60370,RO08,ROAG_76745,Movileni,,5.443604,CF,20231231,20170428,20180806,9478,100,0,7.362889,0,,Construction of the sewage collection system for agg Movileni and Cosmesti (28.303 km) ,1.9192842,National and local Budget; Beneficiary contribution,The sewage collection system requires extension.,NC
60370,RO08,ROAG_77313,T. Vladimirescu,,7.417075,CF,20231231,20170428,20180820,7778,100,0,10.0321,0,,Extension of the sewage collection system in Tudor Vladimirescu and Hanu Conachi  (75.722 km) and construction of waste water discharge pipes (14.315 km)-measure included in cluster Galati,2.6150827,National and local Budget; Beneficiary contribution,The sewage collection system requires extension.,NC
60370,RO08,ROAG_76996,Piscu,,3.456759,CF,20231231,20170428,20180820,4693,100,0,4.675529,0,,Extension of the sewage collection system  (34.074 km) and construction of waste water discharge pipes (7.215 km)-measure included in cluster Galati,1.21877,National and local Budget; Beneficiary contribution,The sewage collection system requires extension.,NC
60370,RO08,ROAG_75114,Sendreni,,7.891124,CF,20231231,20170428,20180820,7918,100,0,10.673345,0,,"Construction of the sewage collection system in Serbestii Vechi, Movileni, Branistea, Traian, Sendreni (70.809  km) and construction of waste water discharge pipes (20.280 km)",2.78222,National and local Budget; Beneficiary contribution,The sewage collection system requires extension.,NC
60370,RO08,ROAG_76585,Independenta,,1.605188,CF,20231231,20170428,20180820,4693,100,0,2.1711391,0,,Construction of the sewage collection system  (12.313 km) and construction of waste water discharge pipes (9.350 km)- measures included in cluster Galati,0.5659508,National and local Budget; Beneficiary contribution,The sewage collection system requires extension.,NC
60370,RO08,ROAG_77064,Liesti,,4.540747,CF,20231231,20170428,20180723,27005,100,0,6.1417056,0,,"Extension of the sewage collection system for Liesti, Ivesti, Barcea, Umbraresti, Draganesti (45.751 km) and construction of waste water discharge pipes (7.920 km)-measures included in cluster Galati",1.600958,National and local Budget; Beneficiary contribution,"The sewage collection system requires extension.
Rehabilitation of Ivesti sewage collection system.",NC
60370,RO08,ROAG_77224_01,Cismele,,1.7582775,CF,20231231,20180725,20180725,2880,100,0,2.3782039,0,,"Construction of the sewage collection system (27.502 km) and construction of waste water discharge pipes (1,922 km)-measures included in cluster Galati",0.6199264,National and local Budget; Beneficiary contribution,Absence of collection ,NC
60370,RO08,ROAG_75668,Baleni,,0,,20261231,20200930,20200930,2643,100,0,0,0,,"Connecting l.e. to the sewage collection system 
",0,,Low collecting rate of the urban waste waters; The sewage collection system exists.,NC
60370,RO08,ROAG_75150,Vanatori,Financed through National Program of Local Development,0,,20221231,20171130,20190630,5491,100,0,2.272013,0,,"Construction of the sewage collection system (16,6 km)
in Odaia Manolache village;
Construction of the sewage collection system in Costi village (6,113 km).
The transfer pipeline Odaia Manolache for connection to the RO2GL_51(E-PRTR)",2.272013,National and local Budget,L.e. not connected; The sewage collection system requires extension.,NC
60370,RO08,ROAG_77475,Vl. Marului,Financed through National Program of Local Development,0,,20221231,20171231,20201231,2581,100,0,0.520947,0,,Construction of the sewage collection system in Mandresti and Valea Marului villages (8 km),0.520947,National and local Budget,Absence of collection ,NC
60370,RO08,ROAG_77377,Tepu,,0,,20221126,20191209,20191209,2771,100,0,0.396623,0,,Extension of the sewage collection system (5.388 km),0.396623,Local Budget,The sewage collection system requires extension.,NC
60370,RO08,ROAG_77340,Tulucesti,,0,,20261231,20211231,20211231,8077,100,0,4.724,0,,"Construction of the sewage collection system for Tatarca, Tuluceni, Sivita (31 km)",4.724,National and local Budget,Low collecting rate of the urban waste waters;,NC
60370,RO08,ROAG_77224,Smardan,,1.663944,CF,20231231,20170428,20180725,2800,100,0,2.2506106,0,,Extension of the sewage collection system  (14.192 km) and construction of waste water discharge pipes (9.410 km),0.586666,National and local Budget; Beneficiary contribution,The sewage collection system requires extension.,NC
60370,RO08,ROAG_77153,Schela,,0,,20261231,20211231,20220101,3182,100,0,0,0,,"Connecting l.e. to the sewage collection system 
",0,,Low collecting rate of the urban waste waters; The sewage collection system exists.,NC
60370,RO08,ROAG_77082,Rediu,,0,,20261231,20211231,20211231,3881,100,0,4.24,0,,Construction of the sewage collection system  (26 km),4.24,National and local Budget,There is no sewage collection system for this agglomeration. ,NC
60370,RO08,ROAG_76816,Nicoresti,,0,,20261231,20211231,20211231,2481,100,0,0,0,,"Connecting l.e. to the sewage collection system 
",0,National and local Budget,L.e. not connected; The sewage collection system exists.,NC
60370,RO08,ROAG_75267_01,Negrilesti ,,0,,20261231,20211231,20211231,3116,100,0,2.316,0,,Construction of the sewage collection system  (15 km),2.316,National and local Budget,Absence of collection ,NC
60370,RO08,ROAG_76763,Namoloasa,,1.059462,,20211231,20191231,20200331,2170,100,0,1.059462,0,,Construction of the sewage collection system  (20 km),0,,Absence of collection ,NC
60370,RO08,ROAG_75267,Munteni,Financed through National Program of Local Development,0,,20221231,20171130,20190930,4467,100,0,0.966039,0,,Extension of the sewage collection system  (17 km) in Munteni and Frunzeasca,0.966039,National and local Budget,The sewage collection system requires extension.,NC
60370,RO08,ROAG_115085,Adamus,,0,,20231231,20161231,20171231,2231,100,0,1.863983,0,,Construction of the sewage system in Cornesti and Craiesti ,1.863983,National and local budgets,low level of connection to the sewage system,NC
60370,RO08,ROAG_119251,Sarmasu,,0,,20201231,20131231,20141231,5149,100,0,1.31776,0,,Construction of the sewage system,1.31776,National and local budgets,low level of connection to the sewage system,NC
60370,RO08,ROAG_117051,Ghindari,,0,,20201231,20131231,20141231,3300,98,0,1.174203,0,,Construction of the sewage system,1.174,National and local budgets,low level of connection to the sewage system,NC
60370,RO08,ROAG_115584,Bagaciu,,0,,20201231,20131231,20141231,2686,98,0,0,0,,Increasing the level of connection to the sewage system,0,,low level of connection to the sewage system,NC
60370,RO08,ROAG_117328,Gurghiu,,1.902549,CF,20261231,20151231,20161231,6091,98,0,2.537,0,,"Construction of the sewage system in the localities related to the agglomeration, length: 10.8 km.",0.634183,"Other funds -National , local budgets and own sources",low level of connection to the sewage system,NC
60370,RO08,ROAG_6235,Pianu de Sus si Pianu de Jos,,1.39875,CF,20261231,20131231,20141231,2162,98,0,1.865,0,,Construction of the sewage system; Construction of pumping stations for waste water; Discharge pipes,0.46625,,low level of connection to the sewage system,NC
60370,RO08,ROAG_86348,Voslobeni,,0.95,CF,20201231,20131231,20141231,2965,98,0,0.95,0,,Extension of the sewage system in Voslabeni and Izvorul Muresului,0,"Other funds -National , local budgets and own sources",low level of connection to the sewage system,NC
60370,RO08,ROAG_37299,Flamanzi ,,0,,20221001,20201001,20201001,16048,100,0,0,0,,"Connecting l.e. to the sewage collection system 
",0,,Low collecting rate of the urban waste waters; The sewage collection system exists.,NC
60370,RO08,ROAG_36499,Calarasi,"Delay of this project due to financial problems, only 7.2 km done at the end of 2020.",0,,20221231,20130630,20130630,2517,100,0,1.3403532,0,,Extension of the wastewater sewage collection system (10.26 km),1.340353,National and local Budget,The sewage collection system requires extension.,NC
60370,RO08,ROAG_38982,Suharau,,0,,20261231,20211231,20211231,4804,100,0,11.371163,0,,"Construction of the sewage collection system (70.15 km)
Construction of new pumping stations",11.371163,National and local Budget,Absence of collection ,NC
60370,RO08,ROAG_36015,Dorohoi,"Financing contract no.85/08.01.2019;
Investment financed by Ministry for Development, Public Works and Administration, through National Plan for Local Development.",0,,20220218,20190108,20201231,32132,100,0,1.448694,0,,Extension of the sewage collection system in Broscauti (with 43 km),0.9379817,National Plan for Local Development,"The sewage collection system requires extension
Low collecting rate of the urban waste waters ",NC
60370,RO08,ROAG_35740,Botosani,,6.0991928,CF,20231231,20201231,20210414,133154,100,0,7.633533,0,,"Extension of the sewage collection system (23.245 km) in Botosani 
municipality and Catamarasti Deal and Cismea localities;
Rehabilitation of the sewage collection system (1.974 km) and construction of new pumping stations (2) in Botosani municipality 
Extension of the sewage collection system (0.598 km) in Curtesti village;",1.57525,National and local Budget; Beneficiary contribution,The sewage collection system requires extension and rehabilitation,NC
60370,RO08,ROAG_35955,Darabani,,11.493493,CF,20231231,20210331,20220331,8468,100,0,14.384848,0,,"Extension of the sewage collection system (56.851 km)
Rehabilitation of the sewage collection system (2.984 km)",2.8913544,"National and local Budget, Beneficiary contribution",The sewage collection system requires extension.Low collecting rate of the urban waste waters.,NC
60370,RO08,ROAG_39168,Stefanesti ,,7.89921,CF,20231130,20210331,20221130,5135,100,0,9.886371,0,,"Extension of the sewage collection system (19.239 km) and rehabilitation (1.126 km) in Stefanesti city.Extension of the sewage collection system in Badiuti (9.933 km), Bobulesti (15.547 km) and Romanesti (12.658 km).
 ",1.9871605,"National and local Budget, Beneficiary contribution",The sewage collection system requires extension. New pumping stations are necessary too. Low collecting rate of the urban waste waters.,NC
60370,RO08,ROAG_36079,Saveni,,7.862796,CF,20231130,20210331,20221130,9004,100,0,9.840797,0,,"Extension of the sewage collection system (17.205 km) and rehabilitation (3.837 km) in Saveni city and construction of the sewage collection system in Petricani (5.883 km), Chiscareni (4.039 km) and Stiubieni (10.020 km). ",1.978,"National and local Budget, Beneficiary contribution",The sewage collection system requires extension. New pumping stations are necessary too. Low collecting rate of the urban waste waters.,NC
60370,RO08,ROAG_36569,Copalau,"Investment financed by Ministry for Development, Public Works and Administration, through National Plan for Local Development.",0, ,20221231,20171031,20190603,3482,100,0,0.594592,0,,"Extension of the sewage collection system (10 km)
Construction of  new pumping stations",0.594592,National and local Budget,"The sewage collection system requires extension. New pumping stations are necessary too.
",NC
60370,RO08,ROAG_39417,Ungureni,,0,,20211231,20170930,20181231,2517,100,0,4.064021,0,,"Construction of the sewage collection system (23 km)
Construction of  new pumping stations",4.064021,National and local Budget,Absence of collection ,NC
60370,RO08,ROAG_39328,Trusesti,,0,,20261231,20141231,20220101,2544,100,0,8.986391,0,,"Extension of the sewage collection system for Trusesti, Ionaseni, Drislea (49.584 km)
Construction of new pumping stations",8.986391,National and local Budget,The sewage collection system requires extension. New pumping stations are necessary too.,NC
60370,RO08,ROAG_36907,Cristesti,,0,,20261231,20161231,20220101,2270,100,0,11.043938,0,,"Construction of the sewage collection system (68 km)
Construction of  new pumping stations",11.043938,National and local Budget,Absence of collection ,NC
60370,RO08,ROAG_35884,Roma,Intention to be finance through National Program of Local Development 2017-2020,0,,20221231,20161231,20211231,2879,100,0,1.21105327,0,,"Construction of the sewage collection system (33,6 km)
Construction of new pumping stations",1.2110532,National and local Budget,Absence of collection ,NC
60370,RO08,ROAG_38580,Prajeni,Financed through National Rural Development Program.,0,,20230522,20180522,20190522,2603,100,0,0.8229385,0,,"Extension of the sewage collection system for Prajeni and Campeni (7,5 km)
Construction of the sewage collection system for Luparia (8 km)",0.8229385,National and local Budget,The sewage collection system requires extension. Low collecting rate of the urban waste waters.,NC
60370,RO08,ROAG_39051,Sulita,Financed through National Program of Local Development 2017-2020,0,,20200828,20180131,20180828,3137,100,0,1.075383,0,,"Construction of the sewage collection system for Sulita, Dracsani and Chelis (16.859 km)
Construction of new pumping stations (7)",1.0753835,National and local Budget,Absence of collection ,NC
60370,RO08,ROAG_37823,Ibanesti,Financed through National Program of Local Development 2017-2020,0,,20221231,20180430,20191231,2306,100,0,0.43781878,0,,"Construction of the sewage collection system (6 km) for Ibanesti and Dumbravita
Construction of new pumping stations",0.437818,National and local Budget,Absence of collection ,NC
60370,RO08,ROAG_38544,Pomarla,Financed through National Program of Rural Development ,,,20221231,20170922,20190922,2440,100,0,0.625,0,,"Construction of the sewage collection system (41.6 km)
Construction of new pumping stations",0.625,National and local budget,Absence of collection ,NC
60370,RO08,ROAG_9342,"Livada, Sanleani",,6.498948,CF,20261231,20201231,20211231,3256,98,0,8.497579,0,,"Extension of the sewage system in Livada (14 km) and Sanleani (8 km); Construction of the 3 pumping stations for waste water; Discharging Pipes Domestic of waste water, Pumping Stations L = 10Km to SEAU Arad;",1.998631,"Other funds -National , local budgets and own sources",low level of connection to the sewage system,NC
60370,RO08,ROAG_9379,Sofronea,,0.913,CF,20261231,20141231,20151231,2833,98,0,0.913,0,,Extension of the sewage system in Sofronea (8 km); Pumping stations for waste water,0,,low level of connection to the sewage system,NC
60370,RO08,ROAG_9404,Vladimirescu,,5.692905,CF,20261231,20201231,20211231,5601,98,0,7.443652,0,,Rehabilitation of the sewage system and pumping station in Vladimirescu; Rehabilitation of discharge pipes,1.750747,"Other funds -National , local budgets and own sources",collection rate (% l.e.) lower than the rates of compliance,NC
60370,RO08,ROAG_9501,Curtici,,2.125,CF,20201231,20131231,20141231,6491,98,0,2.125,0,,Construction of 2 pumping station; extension of the sewage system in Curtici (15 km),0,,insufficient sewage infrastructure,NC
60370,RO08,ROAG_9583,Lipova,,5.77424,CF,20261231,20201231,20211231,7058,98,0,7.55,0,,"Extension and rehabilitation of the sewage system in Lipova; Construction and rehabilitation of pumping stations for waste water in Lipova, Radna and Soimos; Construction of the sewage system in Soimos",1.77576,"Other funds -National , local budgets and own sources",collection rate (% l.e.) lower than the rates of compliance,NC
60370,RO08,ROAG_9636,Nadlac,,2.337293,CF,20261231,20201231,20211231,5198,98,0,3.056084,0,,Extension and rehabilitation of the sewage system; Construction and rehabilitation of pumping stations for waste water; Construction of the sewage system,0.718791,"Other funds -National , local budgets and own sources",low level of connection to the sewage system,NC
60370,RO08,ROAG_4204,Bucerdea Granoasa,,2.517,CF,20261231,20131231,20141231,2166,98,0,3.356,0,,Construction of the sewage system; Construction of pumping stations for waste water; Discharge pipes,0.839,"Other funds -National , local budgets and own sources",low level of connection to the sewage system,NC
60370,RO08,ROAG_2390,Arieseni,,3.558,CF,20261231,20131231,20141231,2000,98,0,4.744,0,,"Construction of the sewage system in Arieseni, Fata Cristesei, Cobles, Bubesti - Galbena - Vanvucesti - Izlaz",1.186,"Other funds -National , local budgets and own sources",low level of connection to the sewage system,NC
60370,RO08,ROAG_9510,Dorobanti,,0,,20181231,20131231,20141231,1964,98,0,1.45,0,,Construction of the sewage system,1.45,National and local budgets,low level of connection to the sewage system,NC
60370,RO08,ROAG_11575,Sambateni,,2.035,CF,20201231,20131231,20141231,1974,98,0,2.035,0,,Construction of the pumping station in Paulis; extension of the sewage system in Paulis (14 km);,0,,low level of connection to the sewage system,NC
60370,RO08,ROAG_11628,Turnu,,2.1136,CF,20201231,20131231,20141231,1992,98,0,2.1136,0,,"Construction of the pumping station in Turnu and pipe (8 km); extension of the sewage system in Paulis (12,6 km)",0,,low level of connection to the sewage system,NC
60370,RO08,ROAG_55605,Aiton,,5.48658,CF,20261231,20131231,20141231,2033,98,0,5.48658,0,,"Extension of the pumping station capacity; extension of the sewage system in Aiton, Rediu; construction of pumping stations for waste water in Aiton and Rediu",0,,low level of connection to the sewage system,NC
60370,RO08,ROAG_59773,Tureni,,4.863547,CF,20261231,20131231,20141231,2430,98,0,4.863547,0,,"Extension of the sewage system in Ceanu Mic, Comsesti, Tureni; Pumping stations in Ceanu Mic, Comsesti, Tureni, Martinesti",0,,low level of connection to the sewage system,NC
60370,RO08,ROAG_86080,Mihaileni,,0.152625,CF,20261231,20131231,20141231,2336,98,0,0.2035,0,,Construction of new connections to the existing sewage system of the waste water,0.050875,"Other funds -National , local budgets and own sources",low level of connection to the sewage system,NC
60370,RO08,ROAG_37011,Dersca,,0,,20261231,20151231,20211231,3276,100,0,8.011126,0,,"Construction of the sewage collection system (50 km)
Construction of new pumping stations",8.011126,National and local Budget,Absence of collection ,NC
60370,RO08,ROAG_37770,Hudesti,,0,,20261231,20141231,20211231,6933,100,0,18.402249,0,,"Construction of the sewage collection system in Hudesti, Alba, Vatra, Mlenauti and Baseu (115.4 km).
Construction of new pumping stations",18.402249,National and local Budget,"The sewage collection system requires extension. Absence of collection in Hudesti, Alba, Vatra, Mlenauti and Baseu ",NC
60370,RO08,ROAG_36603,Cosula,,0,,20261231,20180107,20180107,2970,100,0,0,0,,Connecting l.e. to the sewage collection system ,0,,Low collecting rate of the urban waste waters ,NC
60370,RO08,ROAG_37547,Havarna,Intention to be finance through National Program of Local Development 2017-2020,0,,20221231,20170316,20191231,2889,100,0,1.2064155,0,,"Construction of the sewage collection system (35.5 km)
Construction of new pumping stations",1.2064155,National and local Budget,Absence of collection ,NC
60370,RO08,ROAG_36756,Corni,Financed through National Program of Local Development,0,,20220307,20180228,20180307,4328,100,0,0.771178,0,,"Construction of the sewage collection system (32.44 km)
Construction of new pumping stations",0.7711785,National and local Budget,Absence of collection ,NC
60370,RO08,ROAG_39836,Vorniceni,,0,,20261231,20190524,20220101,3839,100,0,9.781575,0,,"Construction of the sewage collection system (60 km)
Construction of new pumping stations",9.781575,National and local Budget,Absence of collection ,NC
60370,RO08,ROAG_37173,Draguseni,,0,,20261231,20141231,20211231,2436,100,0,4.96061,0,,"Construction of the sewage collection system for Draguseni and Podriga (30.2 km)
Construction of new pumping stations",4.96061,National and local Budget,Low collecting rate of the urban waste waters ,NC
60370,RO08,ROAG_39738,Vladeni,,0,,20261231,20141231,20211231,2809,100,0,6.965213,0,,"Construction of the sewage collection system (43 km)
Construction of new pumping stations",6.965213,National and local Budget,Absence of collection ,NC
60370,RO08,ROAG_39266,Todireni,,0,,20261231,20141231,20211231,3920,100,0,1.722705,0,,"Extension of the sewage collection system (11 km) in Todireni, Iuresti and Cernesti",1.722705,National and local Budget,The sewage collection system requires extension. Low collecting rate of the urban waste waters;,NC
60370,RO08,ROAG_36131,Albesti,,0,,20261231,20141231,20211231,2067,100,0,5.879282,0,,"Extension of the sewage collection system in Albesti, Buimaceni, Jijia, Costiugeni si Mascateni (29.5 km)
Construction of new pumping stations (12)",5.879282,National and local Budget,The sewage collection system requires extension. Low collecting rate of the urban waste waters ,NC
60370,RO08,ROAG_38456,Nicseni,,0,,20261231,20141231,20211231,2512,100,0,5.437589,0,,"Construction of the sewage collection system (44.4 km)
Construction of new pumping stations ",5.437589,National and local Budget,Absence of collection ,NC
60370,RO08,ROAG_37850,Leorda,,0,,20261231,20141231,20211231,2197,100,0,6.40182,0,,"Construction of the sewage collection system (38.4 km)
Construction of new pumping stations ",6.40182,National and local Budget,Absence of collection ,NC
60370,RO08,ROAG_39872,Vorona,,13.046284,CF,20231231,20151231,20170430,15711,100,0,15.34857,0,,Extension of the sewage collection system (59.618 km),2.3022855,National and local Budget,"The sewage collection system requires extension.
Connection level p.e. not compliant",NC
60370,RO08,ROAG_75105,Galati,,5.238366,CF,20231231,20180725,20180725,315000,100,0,7.085576,0,,"No measures for compliance with art 3, but there are extra measures for this agglomeration: Extension of the sewage collection system (Barbosi, Filesti, Galati- 13,846 km) and construction of waste water discharge pipes (8,325 km) 
Construction of 66 new pumping stations and rehabilitation of one pumping station
Rehabilitation of the main collecting chanel (1.380 km)",1.8472096,National and local Budget; Beneficiary contribution,Compliant,C
60370,RO08,ROAG_61078,Baneasa ,,3.530119,CF,20231231,20151231,20161231,4108,100,0,4.412649,0,,Rehabilitation /Extension of sewerage network; New waste water pumping stations; Expansion of the discharge pipe; SCADA - CANAL local dispatcher - 1 pc.,0.882529,National and local budget,wastewater collection and treatment rates (% l.e.) lower than the rates of compliance. insufficient infrastructure for the collection of urban waste water,NC
60370,RO08,ROAG_160653,Jurilovca,,0.810112,EARDF,20231231,20151231,20161231,3935,100,0,0.953073,0,,Construction / Extension of sewerage networks in Jurilovca agglomeration,0.142961,National and local budget,wastewater collection and treatment rates (% l.e.) lower than the rates of compliance. insufficient infrastructure for the collection of urban waste water,NC
60370,RO08,ROAG_61381,Cogealac,,0,,20231231,20121231,20131231,3548,100,0,4.653376,0,,"In this agglomeration, the population is being connected to the sewerage system.",4.653376,National and local budget,wastewater collection and treatment rates (% l.e.) lower than the rates of compliance. insufficient infrastructure for the collection of urban waste water,NC
60370,RO08,ROAG_160136,Cerna,,0,,20231231,20151231,20161231,3529,100,0,1.940217,0,,Construction of sewerage network ,1.940217,National and local budget,Absence of collection and IAS,NC
60370,RO08,ROAG_160396,Frecatei,,0,,20231231,20151231,20161231,3426,100,0,2.164335,0,,Construction of a sewerage network for the agglomeration Frecatei,2.164335,National and local budget,Absence of collection and IAS,NC
60370,RO08,ROAG_161491,Valea Nucarilor,,0,,20231231,20151231,20161231,3266,100,0,3.551367,0,,Construction of a sewerage network for the agglomeration Valea Nucarilor,3.551367,National and local budget,Absence of collection and IAS,NC
60370,RO08,ROAG_63081,Topraisar ,,,,20231231,20121231,20131231,3238,100,0,8.037312,0,,"In this agglomeration, the population is being connected to the sewerage system.",8.037312,National and local budget,wastewater collection and treatment rates (% l.e.) lower than the rates of compliance. insufficient infrastructure for the collection of urban waste water,NC
60370,RO08,ROAG_160920,Murighiol,,4.687689,CF,20231231,20151231,20161231,3217,100,0,5.514929,0,,Extension of sewerage network.,0.827239,National and local budget,wastewater collection and treatment rates (% l.e.) lower than the rates of compliance. insufficient infrastructure for the collection of urban waste water,NC
60370,RO08,ROAG_161473,Turcoaia,,,,20231231,20121231,20131231,3187,100,0,0.155149,0,,Extension of sewerage network.,0.155149,National and local budget,wastewater collection and treatment rates (% l.e.) lower than the rates of compliance. insufficient infrastructure for the collection of urban waste water,NC
60370,RO08,ROAG_62459,Nicolae Balcescu,,,,20231231,20151231,20161231,3066,100,0,2.55262,0,,Construction of sewerage system,2.55262,National and local budget,Absence of collection and IAS,NC
60370,RO08,ROAG_159972,Casimcea,,1.1628,EARDF,20231231,20151231,20161231,2976,100,0,1.368,0,,Construction of a sewerage network for the agglomeration Casimcea,0.2052,National and local budget,Absence of collection and IAS,NC
60370,RO08,ROAG_61130,Castelu ,,1.711966,CF,20231231,20151231,20161231,2952,100,0,2.139958,0,,Construction of sewerage network; New waste water pumping stations . New discharge pipes ; It will connect to the wastewater treatment plant ROWP RAJA Poarta Alba.,0.427992,National and local budget,Absence of collection and IAS,NC
60370,RO08,ROAG_62681,Pecineaga,,1.427638,CF,20231231,20151231,20161231,2936,100,0,1.784548,0,,New sewerage network ; Waste water discharge pipes; New waste water pumping stations. It will connect to the wastewater treatment plant ROWP RAJA Mangalia,0.356909,National and local budget,Absence of collection and IAS,NC
60370,RO08,ROAG_179784,Boranesti,,0,,20261231,20180101,20200101,2214,100,0,2.584,0,,Extension of the UWW sewage collection system - pumping stations for connection to the  Barcanesti UWWTP which is agglomeration below 2000 p.e.,2.584,"National budget, Local budget",Absence of collection and IAS,NC
60370,RO08,ROAG_179828,Rosiori ,,5.638,CF,20231231,20170101,20190101,2314,100,0,6.633,0,,Construction of the UWW sewage collection system - pumping stations for connection to the  Moviliita UWWTP - ROWP_104270_01,0.995,"National budget, Local budget",Absence of collection and IAS,NC
60370,RO08,ROAG_94795,Vladeni ,,0,,20231231,20170101,20190101,2320,100,0,2.484,0,,Extension of the UWW sewage collection system - pumping stations for connection to the Vladeni UWWTP - ROWP_94795_01,2.484,"National budget, Local budget",Absence of collection and IAS,NC
60370,RO08,ROAG_93717,Grindu ,,0,,20271231,20180101,20200101,2331,100,0,3.008,0,,Construction of the UWW sewage collection system to be treated in Grindu UWWTP ROWP_93717_01 ,3.008,"National budget, Local budget",Absence of collection and IAS,NC
60370,RO08,ROAG_93628,Gheorghe Lazar,,0,,20261231,20180101,20200101,2431,100,0,4.662,0,,Construction of the UWW sewage collection system - pumping stations for connection to the  Bucu UWWTP  -ROWP_93021_01,4.662,"National budget, Local budget",Absence of collection and IAS,NC
60370,RO08,ROAG_93021,Bucu,,0,,20231231,20170101,20190101,2439,100,0,0.748,0,,Extension of the UWW sewage collection system to be treated in Bucu UWWTP  - ROWP_93021_01,0.748,"National budget, Local budget",Absence of collection and IAS,NC
60370,RO08,ROAG_104270,Movilita,,5.432,CF,20231231,20170101,20190101,2663,100,0,6.39,0,,Extension of the UWW sewage collection system - pumping stations for connection to the Movilita UWWTP ROWP_104270_01 ,0.958,"National budget, Local budget",Absence of collection and IAS,NC
60370,RO08,ROAG_93600,Gheorghe Doja ,,0,,20231231,20170101,20190101,2709,100,0,1.723,0,,Construction of the UWW sewage collection system to be treated in Gheorghe Doja UWWTP ROWP_93600_01,1.723,"National budget, Local budget",Absence of collection and IAS,NC
60370,RO08,ROAG_94429,Scanteia ,,0,,20231231,20170101,20190101,2901,100,0,3.864,0,,Construction of the UWW sewage collection system to be treated in Scanteia UWWTP - ROWP_94429_01,3.864,"National budget, Local budget",Absence of collection and IAS,NC
60370,RO08,ROAG_179819,Ograda,,0,,20231231,20170101,20190101,2979,100,0,2.079,0,,Construction of the UWW sewage collection system - pumping stations for connection to the  Ograda UWWTP - ROWP_179819_01,2.079,"National budget, Local budget",Absence of collection and IAS,NC
60370,RO08,ROAG_94376,Saveni,,1.098,EARDF,20231231,20170101,20190101,2981,100,0,2.345,0,,Construction of the UWW sewage collection system - pumping stations for connection to the Saveni UWWTP - ROWP_94376_01 ,1.247,"National budget, Local budget",Absence of collection and IAS,NC
60370,RO08,ROAG_93995,Mihail Kogalniceanu ,,0,,20231231,20170101,20190101,3097,100,0,1.591,0,,Extension of the UWW sewage collection system - pumping stations for connection to the Giurgeni UWWTP,1.591,"National budget, Local budget",Absence of collection and IAS,NC
60370,RO08,ROAG_103960,Jilavele ,,9.433,CF,20231231,20170101,20190101,3199,100,0,11.098,0,,Construction of the UWW sewage collection system - pumping stations for connection to the  Urziceni UWWTP ROWP_100683_01  ,1.665,"National budget, Local budget",Absence of collection and IAS,NC
60370,RO08,ROAG_102703,Dridu,,0,,20261231,20110101,20110101,3480,100,0,0,0,,Phase I: Extension of the UWW sewage collection system - pumping stations for connection to the Fierbinti UWWTP ROWP_102749_01; Phase II: Improvement of wastewater collecting rate,0,"National budget, Local budget",Absence of a part of wastewater collection system; Lower collecting rate of urban wastewate for compliance ,NC
60370,RO08,ROAG_179524,Pantelimon,,3.2175526,CF,20231231,20171231,20171231,35800,100,0,3.785356,0,,Extension and rehabilitation of the sewage collecting system and pumping stations to the sewage siystem of  ROWP_179132_01 ROWP SC APA NOVA SA BUCURESTI ,0.5678034,National and local budget,"waste water collection and purification levels below the compliance values;  insufficient infrastructure for the waste water collection of urban waste water. 
The waste water is discharged into the sewerage network of Bucharest",NC
60370,RO08,ROAG_153552,Peretu ,,3.388614,EARDF,20261231,20191231,20201231,7405,100,0,3.388614,0,,Construction of a new sewage treatment works,,,Absence of the waste water collection systems and IAS,NC
60370,RO08,ROAG_65761,Petresti,,2.897577,CF,20261231,20191231,20201231,6243,100,0,2.897577,0,,Extension of the sewage collecting system and pumping stations,,,Insufficient  of waste water collection and IAS,NC
60370,RO08,ROAG_153570,Piatra ,,,,20261231,20151231,20161231,2815,100,0,0.715704,0,,Construction and extension of the sewerage network,0.715704,OF,Absence of the waste water collection systems and IAS,NC
60370,RO08,ROAG_17860,Pietrosani,,,,20261231,20171231,20181231,4050,100,0,8.727,0,,Construction of a new sewage treatment works,8.727,"National budget
Local budget",Absence of the waste water collection systems and IAS,NC
