rcaCode,rcaName,rcaEnvDom,rcaZType,rcaSpZTyp,rcaParameterN,rcaParameterP,rcaParameterM,rcaParameterOther,rcaArt58DateDesign,rcaDateArt58,rcaRemarks,rcaHyperlink,rcaBeginLife,rcaEndLife,ReportNetEnvelopeFileId
ELSARV01,ACHELOOS RIVER,,UWWRISA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV02,ARACTHOS RIVER,,UWWRISA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV03,METSOVITIKOS TRIBUTARY,,UWWRISA,A523,1,1,0,0,,,Tributary of Aracthos River,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV04,EVROS RIVER,,UWWRISA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV05,ERYTHROPOTAMOS TRIBUTARY,,UWWRISA,A523,1,1,0,0,,,Tributary of Evros River,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV06,KALAMITIS RIVER,,UWWRISA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV07,KARPENISSIOTIS RIVER,,UWWRISA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV08,KOMPSATOS RIVER,,UWWRISA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV09,KOSINTHOS RIVER,,UWWRISA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV10,LOUROS RIVER,,UWWRISA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV11,SAKOULEVAS RIVER,,UWWRISA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV12,SOULOU RIVER,,UWWRISA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV13,STRYMONAS RIVER  ,,UWWRISA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV14,VIOTIKOS KIFISSOS RIVER,,UWWRISA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV15,ERKYNA TRIBUTARY  ,,UWWRISA,A523,1,1,0,0,,,Tributary of Voiotikos Kifissos River,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV16,MELANAS TRIBUTARY,,UWWRISA,A523,1,1,0,0,,,Tributary of Voiotikos Kifissos River,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV17,GREVENITIS TRIBUTARY,,UWWRISA,A523,1,1,0,0,,,Tributary of Aliakmonas River,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV18,PORROIA TRIBUTARY,,UWWRISA,A523,1,1,0,0,,,Tributary of Axios River,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV19,VARDAROVASSIS TRIBUTARY,,UWWRISA,A523,1,1,0,0,,,Tributary of Axios River,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV20,AGGITIS TRIBUTARY,,UWWRISA,A523,1,1,0,0,,,Tributary of Strymonas River,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV21,CHRISSOROIS TRIBUTARY,,UWWRISA,A523,1,1,0,0,,,Tributary of Strymonas River,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV22,DYTIKOS PARAPOTAMOS TRIBUTARY,,UWWRISA,A523,1,1,0,0,,,Tributary of Vosvosis River,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV23,LAKA S.,,UWWRISA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV24,MORNOS R. 1,,UWWRISA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV25,BELESITSA S.,,UWWRISA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV26,GRANITSORREMA,,UWWRISA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV27,KOKKINOS S.,,UWWRISA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSARV28,PALIOMIAOULI S.,,UWWRISA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSATW01,EVROS DELTA,,UWWTWSA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSATW02,ACHELOOS DELTA,,UWWTWSA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSATW03,MESSOLOGHI AITOLIKO COASTAL LAGOON,,UWWTWSA,A523,1,0,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELSATW04,VISTONIDA LAKE,,UWWTWSA,A523,1,1,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
ELCSA48,LEFKADA STRAIGHT,,UWWCMSA,A523,1,0,0,0,,,,http://nmwn.ypeka.gr/map,19990929,,60326
PL1,POLAND,,UWWCMSA,A58523,1,1,0,0,20040501,20110501,,,,,60325
BGCSACL13,Catchment of Black Sea coastal line,,UWWCMSA,A523,1,1,0,0,,,,,20030728,,60338
BGCSARI01,Catchment of Arda river,,UWWCMSA,A523,1,1,0,0,,,,,20030728,,60338
BGCSARI02,Catchment of Vit river,,UWWCMSA,A523,1,1,0,0,,,,,20030728,,60338
BGCSARI03,Catchment of Danube river,,UWWCMSA,A523,1,1,0,0,,,"this version of the
spatial object was changed in
the spatial data set in the reporting 2018, new area was added to the special object BGCSARI03",,20030728,,60338
BGCSARI04,Catchment of Iskar river,,UWWCMSA,A523,1,1,0,0,,,,,20030728,,60338
BGCSARI05,Catchment of Kamtchia river,,UWWCMSA,A523,1,1,0,0,,,,,20030728,,60338
BGCSARI06,Catchment of Maritza river,,UWWCMSA,A523,1,1,0,0,,,,,20030728,,60338
BGCSARI07,Catchment of Ogosta river,,UWWCMSA,A523,1,1,0,0,,,,,20030728,,60338
BGCSARI08,Catchment of Osam river,,UWWCMSA,A523,1,1,0,0,,,,,20030728,,60338
BGCSARI09,Catchment of Provadijska i Devnenska river,,UWWCMSA,A523,1,1,0,0,,,,,20030728,,60338
BGCSARI10,Catchment of Rusenski Lom river,,UWWCMSA,A523,1,1,0,0,,,,,20030728,,60338
BGCSARI11,Catchment of Struma river,,UWWCMSA,A523,1,1,0,0,,,,,20030728,,60338
BGCSARI12,Catchment of Tundja river,,UWWCMSA,A523,1,1,0,0,,,,,20030728,,60338
BGCSARI14,Catchment of Yantra river,,UWWCMSA,A523,1,1,0,0,,,,,20030728,,60338
BGSACL13,Black Sea coastal line,,UWWCLSA,A523,1,1,0,0,,,,,20030728,,60338
BGSARI01,Arda river,,UWWRISA,A523,1,1,0,0,,,,,20030728,,60338
BGSARI02,Vit river,,UWWRISA,A523,1,1,0,0,,,,,20030728,,60338
BGSARI03,Danube river,,UWWRISA,A523,1,1,0,0,,,,,20030728,,60338
BGSARI04,Iskar river,,UWWRISA,A523,1,1,0,0,,,,,20030728,,60338
BGSARI05,Kamtchia river,,UWWRISA,A523,1,1,0,0,,,,,20030728,,60338
BGSARI06,Maritza river,,UWWRISA,A523,1,1,0,0,,,,,20030728,,60338
BGSARI07,Ogosta river,,UWWRISA,A523,1,1,0,0,,,,,20030728,,60338
BGSARI08,Osam river,,UWWRISA,A523,1,1,0,0,,,,,20030728,,60338
BGSARI09,Provadijska i Devnenska river,,UWWRISA,A523,1,1,0,0,,,,,20030728,,60338
BGSARI10,Rusenski Lom river,,UWWRISA,A523,1,1,0,0,,,,,20030728,,60338
BGSARI11,Struma river,,UWWRISA,A523,1,1,0,0,,,,,20030728,,60338
BGSARI12,Tundja river,,UWWRISA,A523,1,1,0,0,,,,,20030728,,60338
BGSARI14,Yantra river,,UWWRISA,A523,1,1,0,0,,,,,20030728,,60338
SECA001,"Sensivite area, northern coast of Sweden",,UWWCASA,A523,0,1,0,0,19980528,,first designated in 1994,,19980528,,60377
SECA002,"Sensivite area, southern coast of Sweden",,UWWCASA,A523,1,1,0,0,19980528,,first designated in 1994,,19980528,,60377
SECM002,"Catchment to sensivite area, southern coast of Sweden (SECA002)",,UWWCMSA,A523,1,1,0,0,19980528,,first designated in 1994,,19980528,,60377
SELK001,"Sensivite area, inland waters of Sweden",,UWWCMSA,A523,0,1,0,0,19980528,,first designated in 1994,,19980528,,60377
SECM001,"Catchment to Sensivite area, northern coast of Sweden (SECA001)",,UWWCMSA,A523,0,1,0,0,19980528,,first designated in 1994,,19980528,,60377
IERI_SE_2001_0015,Barrow (River),,UWWRISA,A523,0,1,0,0,,,,,,,60306
IERI_SE_2001_0016,Triogue (River),,UWWRISA,A523,0,1,0,0,,,,,,,60306
IERI_SE_2001_0017,Nore (River),,UWWRISA,A523,0,1,0,0,,,,,,,60306
IERI_SE_2001_0019,Suir Upper (River),,UWWRISA,A523,0,1,0,0,,,,,,,60306
IERI_SE_2001_0020,Suir Lower (River),,UWWRISA,A523,0,1,0,0,,,,,,,60306
IERI_SE_2010_0001,Barrow (River),,UWWRISA,A523,0,1,0,0,,,,,,,60306
IERI_SH_1994_0002,Camlin (River),,UWWRISA,A523,0,1,0,0,,,,,,,60306
IERI_SH_1994_0005,Nenagh (River),,UWWRISA,A523,0,1,0,0,,,,,,,60306
IERI_SH_1994_0006,Tullamore (River),,UWWRISA,A523,0,1,0,0,,,,,,,60306
IERI_SH_2001_0012,Brosna (River),,UWWRISA,A523,0,1,0,0,,,,,,,60306
IERI_SH_2001_0018,Hind (River),,UWWRISA,A523,0,0,0,0,,,,,,,60306
IERI_SH_2001_0021,Little Brosna (River),,UWWRISA,A523,0,1,0,0,,,,,,,60306
IERI_SH_2010_0002,Shannon (River),,UWWRISA,A523,0,1,0,0,,,,,,,60306
IERI_SH_2010_0003,Fergus (River),,UWWRISA,A523,0,1,0,0,,,,,,,60306
IERI_SH_2010_0005,Brosna (River),,UWWRISA,A523,0,0,0,0,,,,,,,60306
IERI_SW_2001_0022,Blackwater (River) Cork,,UWWRISA,A523,0,1,0,0,,,,,,,60306
IERI_WE_1994_0003A,Castlebar (River),,UWWRISA,A523,0,1,0,0,,,,,,,60306
IETW_EA_2001_0026,Broadmeadow Estuary (Inner),,UWWTWSA,A523,1,1,0,0,,,,,,,60306
IETW_EA_2001_0027A,Liffey Estuary,,UWWTWSA,A523,1,1,0,0,,,,,,,60306
IETW_EA_2010_0001,Boyne Estuary,,UWWTWSA,A523,1,0,0,0,,,,,,,60306
IETW_SE_2001_0028,Slaney Estuary (Upper),,UWWTWSA,A523,0,1,0,0,,,,,,,60306
IETW_SE_2001_0029,Slaney Estuary (Lower),,UWWTWSA,A523,1,1,0,0,,,,,,,60306
IETW_SE_2001_0031A,Suir Estuary (Upper),,UWWTWSA,A523,0,0,0,0,,,,,,,60306
IETW_SE_2001_0031B,Middle Suir Estuary,,UWWTWSA,A523,0,0,0,0,,,,,,,60306
IETW_SH_2001_0034,Lee Estuary Upper (Tralee),,UWWTWSA,A523,1,1,0,0,,,,,,,60306
IETW_SH_2001_0035,Feale Estuary Upper,,UWWTWSA,A523,0,0,0,0,,,,,,,60306
IETW_SW_2001_0032,Bandon Estuary Upper,,UWWTWSA,A523,0,1,0,0,,,,,,,60306
IETW_SW_2001_0033,Bandon Estuary Lower,,UWWTWSA,A523,0,0,0,0,,,,,,,60306
IETW_SW_2001_0040,Blackwater Estuary Lower,,UWWTWSA,A523,1,0,0,0,,,,,,,60306
IETW_SW_2004_0041,Lee Estuary / Lough Mahon,,UWWTWSA,A523,0,1,0,0,,,,,,,60306
IETW_SW_2004_0042,Owennacurra Estuary / North Channel,,UWWTWSA,A523,1,0,0,0,,,,,,,60306
IETW_SW_2010_0002,Clonakilty Harbour,,UWWTWSA,A523,1,1,0,0,,,,,,,60306
EE10,Estonia,,UWWCMSA,A58523,1,1,0,0,20040501,20091231,,,,,60305
PTCM01,Cavado,,UWWCMSA,A523,0,0,1,1,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452864,20040622,,60309
PTCM02,Rio Ferreira,,UWWCMSA,A523,0,0,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452864,20040622,,60309
PTCM03,Albufeira do Torrao,,UWWCMSA,A523,0,1,1,1,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452864,20040622,,60309
PTCM04,Albufeira de Carrapatelo,,UWWCMSA,A523,0,1,1,1,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452864,20040622,,60309
PTCM05,Albufeira de Miranda,,UWWCMSA,A523,0,1,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452865,20040622,,60309
PTCM06,Albufeira do Pocinho,,UWWCMSA,A523,0,1,0,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452866,20040622,,60309
PTCM07,Vouga,,UWWCMSA,A523,0,0,0,1,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452867,20040622,,60309
PTCM08,Albufeira da Aguieira,,UWWCMSA,A523,0,1,0,1,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452868,20040622,,60309
PTCM09,Albufeira de Pracana,,UWWCMSA,A523,0,1,0,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452869,20040622,,60309
PTCM10,Estuario do Mondego,,UWWCMSA,A523,0,0,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452870,20040622,,60309
PTCM11,Nabao,,UWWCMSA,A523,0,0,0,1,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452871,20040622,,60309
PTCM12,Tejo/ Vala de Alpiarca,,UWWCMSA,A523,0,0,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452872,20040622,,60309
PTCM13,Lagoa de Obidos,,UWWCMSA,A523,1,1,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452873,20040622,,60309
PTCM14,Trancao,,UWWCMSA,A523,0,0,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452874,20040622,,60309
PTCM15,Estuario do Tejo,,UWWCMSA,A523,0,0,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452875,20040622,,60309
PTCM16,Lagoa de Albufeira,,UWWCMSA,A523,0,0,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452876,20040622,,60309
PTCM17,Esteiro da Marateca,,UWWCMSA,A523,0,0,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452877,20040622,,60309
PTCM18,Canal de Alcacer,,UWWCMSA,A523,0,0,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452878,20040622,,60309
PTCM19,Albufeira do Maranhao,,UWWCMSA,A523,0,1,0,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452879,20040622,,60309
PTCM20,Albufeira de Alqueva,,UWWCMSA,A523,0,1,1,1,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452880,20040622,,60309
PTCM21,Albufeira de Vale do Gaio,,UWWCMSA,A523,0,1,0,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452881,20040622,,60309
PTCM22,Albufeira do Roxo,,UWWCMSA,A523,0,1,1,1,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452882,20040622,,60309
PTCM23,Estuario do Rio Arade,,UWWCMSA,A523,0,0,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452883,20040622,,60309
PTCM24,Lagoa dos Salgados,,UWWCMSA,A523,0,1,0,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452884,20040622,,60309
PTCM25,Ria Formosa,,UWWCMSA,A523,0,0,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452885,20040622,,60309
PTLK03,Albufeira do Torrao,,UWWLKSA,A523,0,1,1,1,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452886,20040622,,60309
PTLK04,Albufeira de Carrapatelo,,UWWLKSA,A523,0,1,1,1,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452887,20040622,,60309
PTLK05,Albufeira de Miranda,,UWWLKSA,A523,0,1,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452888,20040622,,60309
PTLK06,Albufeira do Pocinho,,UWWLKSA,A523,0,1,0,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452889,20040622,,60309
PTLK08,Albufeira da Aguieira,,UWWLKSA,A523,0,1,0,1,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452890,20040622,,60309
PTLK09,Albufeira de Pracana,,UWWLKSA,A523,0,1,0,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452891,20040622,,60309
PTLK19,Albufeira do Maranhao,,UWWLKSA,A523,0,1,0,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452892,20040622,,60309
PTLK20,Albufeira de Alqueva,,UWWLKSA,A523,0,1,1,1,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452893,20040622,,60309
PTLK21,Albufeira de Vale do Gaio,,UWWLKSA,A523,0,1,0,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452894,20040622,,60309
PTLK22,Albufeira do Roxo,,UWWLKSA,A523,0,1,1,1,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452895,20040622,,60309
PTRI01,Cavado,,UWWRISA,A523,0,0,1,1,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452896,20040622,,60309
PTRI02,Rio Ferreira,,UWWRISA,A523,0,0,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452897,20040622,,60309
PTRI07,Vouga,,UWWRISA,A523,0,0,0,1,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452898,20040622,,60309
PTRI11,Nabao,,UWWRISA,A523,0,0,0,1,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452899,20040622,,60309
PTRI12,Tejo/ Vala de Alpiarca,,UWWRISA,A523,0,0,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452900,20040622,,60309
PTRI14,Trancao,,UWWRISA,A523,0,0,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452901,20040622,,60309
PTTW10,Estuario do Mondego,,UWWTWSA,A523,0,0,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452902,20040622,,60309
PTTW13,Lagoa de Obidos,,UWWTWSA,A523,1,1,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452903,20040622,,60309
PTTW15,Estuario do Tejo,,UWWTWSA,A523,0,0,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452904,20040622,,60309
PTTW16,Lagoa de Albufeira,,UWWTWSA,A523,0,0,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452905,20040622,,60309
PTTW17,Esteiro da Marateca,,UWWTWSA,A523,0,0,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452906,20040622,,60309
PTTW18,Canal de Alcacer,,UWWTWSA,A523,0,0,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452907,20040622,,60309
PTTW23,Estuario do Rio Arade,,UWWTWSA,A523,0,0,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452908,20040622,,60309
PTTW24,Lagoa dos Salgados,,UWWTWSA,A523,0,1,0,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452909,20040622,,60309
PTTW25,Ria Formosa,,UWWTWSA,A523,0,0,1,0,,,"National legal act on designation/review of receiving areas: Decreto-Lei n.º 198/2008, de 8 de Outubro, first designation on 22/06/2004",https://dre.pt/application/file/452910,20040622,,60309
DE1,Deutschland,,UWWCMSA,A5854,0,0,0,0,20071231,20141231,,,,,60308
NL2014,Netherlands,,UWWCMSA,A5854,1,1,0,0,19930617,19981231,,,,,60313
CYSA_CM1,Catchment of Polemidia,,UWWCMSA,A523,1,1,0,0,,,Cyprus defined 1 Sensitive Area for Urban Waste Water Discharge (Polemidia Dam) which is subject to eutrophication and 1 Catchment of Sensitive Area (Catchment of Polemidia). Cyprus reviewed the Sensitive Areas for discharges from urban waste water treatment plants via the Water Pollution Control (Sensitive Areas for Disposal of Urban Waste Water) Ministerial Decree of 2013 (No. 280/2013). The identification of SA has been reviewed again and remained the same.,,20040227,,60312
CYSA-LK1,Polemidia dam,,UWWLKSA,A523,1,1,0,0,,,Cyprus defined 1 Sensitive Area for Urban Waste Water Discharge (Polemidia Dam) which is subject to eutrophication and 1 Catchment of Sensitive Area (Catchment of Polemidia). Cyprus reviewed the Sensitive Areas for discharges from urban waste water treatment plants via the Water Pollution Control (Sensitive Areas for Disposal of Urban Waste Water) Ministerial Decree of 2013 (No. 280/2013). The identification of SA has been reviewed again and remained the same.,,20040227,,60312
CZSA-1,Czech Republic,,UWWCMSA,A58523,1,1,0,0,20030301,20030301,,,,,60311
FI1,FINLAND,,UWWCMSA,A58523,0,1,0,0,19940101,19940101,,,,,60310
DK3,BORNHOLM,,UWWCMSA,A58523,1,1,0,0,19931231,19981231,Some of the more stringent demands: National stadards on 8 mg/l of nitrogen in the outlet for treatement plants above 5000 PE. WWTP above 2000 PE must meet COD 75 mg/l and 15 mg/l of BOD.,,20150101,,60318
DK1,JYLLAND OG FYN,,UWWCMSA,A58523,1,1,0,0,19931231,19981231,Some of the more stringent demands: National stadards on 8 mg/l of nitrogen in the outlet for treatement plants above 5000 PE. WWTP above 2000 PE must meet COD 75 mg/l and 15 mg/l of BOD.,,20150101,,60318
DK2,SJAELLAND,,UWWCMSA,A58523,1,1,0,0,19931231,19981231,Some of the more stringent demands: National stadards on 8 mg/l of nitrogen in the outlet for treatement plants above 5000 PE. WWTP above 2000 PE must meet COD 75 mg/l and 15 mg/l of BOD.,,20150101,,60318
DK4,INTERNATIONAL,,UWWCMSA,A58523,1,1,0,0,19931231,19981231,Some of the more stringent demands: National stadards on 8 mg/l of nitrogen in the outlet for treatement plants above 5000 PE. WWTP above 2000 PE must meet COD 75 mg/l and 15 mg/l of BOD.,,20150101,,60318
FRSA_CA_01213,Les eaux littorales du bassin Artois-Picardie,,UWWCASA,A523,1,1,0,0,,,was FR_SA_CA_01213La date de rcaBeginLife (désignation) est le 22/02/2006 mais cette zone sensible aurait du être désignée le 23/11/1994 (contentieux avec la Commission) date d’échéance 31/12/1998,,20060222,,60316
FRSA_CA_03201,Masses d'eau littorales du Cotentin Ouest et Nord,,UWWCASA,A54,1,1,0,0,,,was FR_SA_CA_03201,,20060222,,60316
FRSA_CA_03205,La baie de Seine,,UWWCASA,A54,1,1,0,0,,,was FR_SA_CA_03205La date de rcaBeginLife (désignation) est le 22/02/2006 mais cette zone sensible aurait du être désignée le 23/11/1994 (contentieux avec la Commission) date d’échéance 31/12/1998,,20060222,,60316
FRSA_CA_03206,Masses d'eau littorale du nord de la Haute-Normandie,,UWWCASA,A54,1,1,0,0,,,was FR_SA_CA_03206La zone sensible littorale est la FR_SA_CA_03206 et la zone continentale est la FR_SA_CM_03203 ,,20060222,,60316
FRSA_CA_04202,Côtiers de Bretagne Nord,,UWWCASA,A54,1,1,0,0,,,was FR_SA_CA_04202,,20060222,,60316
FRSA_CA_04205,Baie de Douarnenez,,UWWCASA,A54,1,1,0,0,,,was FR_SA_CA_04205La date de rcaBeginLife (désignation) est le 22/02/2006 mais cette zone sensible aurait du être désignée le 23/11/1994 (contentieux avec la Commission) date d’échéance 31/12/1998,,20060222,,60316
FRSA_CA_04207,Baie de Concarneau,,UWWCASA,A54,1,1,0,0,,,was FR_SA_CA_04207La date de rcaBeginLife (désignation) est le 22/02/2006 mais cette zone sensible aurait du être désignée le 23/11/1994 (contentieux avec la Commission) date d’échéance 31/12/1998,,20060222,,60316
