ReportNetEnvelopeFileId,flatpComments,flatpEUFund,flatpEUFundName,flatpExpCapacity,flatpExpecDateCompletion,flatpExpecDatePerformance,flatpExpecDateStart,flatpExpecDateStartWork,flatpExpecTreatment,flatpExpLoad,flatpExpLoadTruck,flatpInv,flatpLoan,flatpLoanName,flatpMeasures,flatpOtherFund,flatpOtherFundName,flatpReasons,flatpStatus,flarepCode,uwwCode,uwwName
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,0,20271231,20281230,20210301,20210301,3NP,0,0.09,8.2,,,modernization in terms of discharged sewage,,,maintaining compliance with the directive,C,PL03,PLZA0011,Pomorzany
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,127017,20241231,20251231,20210413,20220730,3NP,86238,0.16,18.74,,,modernization in terms of sludge management,,,"insufficient level of sewage system in agglomeration,insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA0020,Jamno
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,185000,20261231,20271231,20220101,20230101,3NP,68807,0,8.67,,,several investments at the treatment plant,,,maintaining compliance with the directive,C,PL03,PLZA0030,Pobierowo
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,29000,20261231,20271231,20211231,20211231,3NP,28000,0.81,4.31,,,modernization in terms of capacity and other elements of the treatment plant,,,maintaining compliance with the directive,C,PL03,PLZA0040,Stargard
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,80000,20261231,20271231,20210301,20211001,3NP,49740,0.12,2.87,,,modernization in terms of discharged sewage,,,maintaining compliance with the directive,C,PL03,PLZA0050,Świnoujście
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,30000,20270415,20280414,20201109,20270401,3NP,25737,0.22,5.04,,,modernization in terms of sludge management,,,maintaining compliance with the directive,C,PL03,PLZA0070, Żukowo Morskie
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,60500,20271231,20281230,20250901,20260901,3NP,0,0.48,1.78,,,several investments at the treatment plant,,,"insufficient level of sewage system in agglomeration,insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA0080,Szczecinek
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,62909,20260901,20270901,20220101,20240301,3NP,53883,0.49,3.04,,,modernization in terms of capacity and other elements of the treatment plant,,,"insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA0090,Oczyszczalnia Międzywodzie
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,56450,20271231,20281230,20210501,20210901,3NP,56450,1.67,15.52,,,modernization in terms of capacity and other elements of the treatment plant,,,maintaining compliance with the directive,C,PL03,PLZA0110,Białogard
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,0,20220831,20230831,20151006,20190917,3NP,0,1.59,13.04,,,modernization in terms of capacity and other elements of the treatment plant,,,"insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA0130,Międzyzdroje
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,43000,20261031,20271031,20210401,20230601,3NP,19334,1.01,1.64,,,modernization in terms of discharged sewage,,,"insufficient level of sewage system in agglomeration,insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA0160,Oczyszcalnia ścieków w Gryfinie 
60340,costs cannot be estimated at this stage,,,29500,20241201,20251201,20230101,20230201,3NP,17159,0,0,,,deconstruction of an old treatment plant,,,insufficient quality of treated wastewater,PD,PL03,PLZA0172,Kiszkowo
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,15083,20210630,20220630,20120723,20170824,3NP,12616,1.41,6.04,,,modernization in terms of capacity and other elements of the treatment plant,,,maintaining compliance with the directive,C,PL03,PLZA0180,Połczyn
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,21117,20261231,20271231,20210101,20210601,3NP,18789,1.56,3.04,,,modernization in terms of discharged sewage,,,maintaining compliance with the directive,C,PL03,PLZA0200,oczyszczalnia Gryfice
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,37500,20261031,20271031,20240501,20250501,3NP,38720,1.56,0.47,,,modernization in terms of sludge management,,,"insufficient level of sewage system in agglomeration,insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA0210,Myślibórz
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,0,20241231,20251231,20220401,20220901,3NP,9521,0.53,5.02,,,modernization in terms of capacity and other elements of the treatment plant,,,insufficient quality of treated wastewater,PD,PL03,PLZA0220,Miejska Oczyszczalnia Ścieków
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,6811,20271201,20281130,20210601,20220701,3NP,6533,0,3.98,,,several investments at the treatment plant,,,maintaining compliance with the directive,C,PL03,PLZA0340,Trzebiatów
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,0,20261231,20271231,20220101,20220901,3NP,0,0,0.07,,,modernization in terms of discharged sewage,,,maintaining compliance with the directive,C,PL03,PLZA0360,Karlino
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,7910,20261231,20271231,20210901,20220501,2,7910,0,0.18,,,modernization in terms of discharged sewage,,,maintaining compliance with the directive,C,PL03,PLZA0380,Barwice
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,6000,20271201,20281130,20250101,20260101,3NP,3918,0,0.19,,,modernization in terms of sludge management,,,"insufficient level of sewage system in agglomeration,insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA0390,Bobolice
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,17000,20261231,20271231,20200501,20210401,2,5053,0,0.3,,,modernization in terms of discharged sewage,,,maintaining compliance with the directive,C,PL03,PLZA0410,Borne Sulinowo
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,8400,20221230,20231230,20190122,20200301,3NP,8400,0.71,1.72,,,modernization in terms of discharged sewage,,,maintaining compliance with the directive,C,PL03,PLZA0440,Lipiany
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,920,20231231,20241230,20210601,20210601,3NP,3300,0,0.32,,,modernization in terms of discharged sewage,,,maintaining compliance with the directive,C,PL03,PLZA0450,Wolin
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,8000,20251231,20261231,20210501,20220501,2,6709,0,1.87,,,modernization in terms of capacity and other elements of the treatment plant,,,maintaining compliance with the directive,C,PL03,PLZA0460,Kalisz Pomorski
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,3400,20261130,20271130,20250910,20250901,2,3400,0.35,0.59,,,modernization in terms of capacity,,,maintaining compliance with the directive,C,PL03,PLZA0470,Golczewo
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,5333,20261231,20271231,20240101,20250101,2,4772,0,0.47,,,modernization in terms of capacity,,,maintaining compliance with the directive,C,PL03,PLZA0490,Mieszkowice
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,4080,20230930,20240929,20201201,20220101,2,2966,1.03,1.87,,,modernization in terms of capacity and other elements of the treatment plant,,,maintaining compliance with the directive,C,PL03,PLZA0510,Komunalna Oczyszczalnia Ścieków w Trzcińsku-Zdroju
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,3750,20271231,20281230,20210301,20220301,2,0,0.79,0.17,,,modernization in terms of discharged sewage,,,maintaining compliance with the directive,C,PL03,PLZA0530,Grzmiąca
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,4127,20271231,20281230,20220101,20240101,3NP,3843,0,7.03,,,modernization in terms of discharged sewage,,,insufficient quality of treated wastewater,PD,PL03,PLZA0570,Dobrzany
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,5833,20230930,20240929,20200301,20210301,2,3243,0,0.06,,,several investments at the treatment plant,,,"insufficient level of sewage system in agglomeration,insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA0620,Stepnica
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,2200,20271231,20281230,20200501,20210401,2,2200,1.16,0.22,,,modernization in terms of discharged sewage,,,"insufficient level of sewage system in agglomeration,insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA0660,Oczyszczalnia Ścieków Biały Bór
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,700,20231231,20241230,20210203,20220301,2,3300,1.63,2.17,,,modernization in terms of capacity and other elements of the treatment plant,,,insufficient quality of treated wastewater,PD,PL03,PLZA0730,Komunalna Oczyszczalnia Ścieków w Chociwlu
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,4097,20261231,20271231,20210201,20230201,2,4097,12.25,0.81,,,modernization in terms of discharged sewage,,,"insufficient level of sewage system in agglomeration,insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA0800,DRAWNO
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,0,20271231,20281230,20240101,20250101,2,0,6.52,1.87,,,modernization in terms of sludge management,,,"insufficient level of sewage system in agglomeration,insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA0830,Oczyszczalnia ścieków w Cedyni
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,3220,20261231,20271231,20160101,20190731,2,2231,0,4.22,,,modernization in terms of capacity and other elements of the treatment plant,,,"insufficient level of sewage system in agglomeration,insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA0840,WIERZCHOWO
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,3000,20271231,20281230,20211001,20220501,3NP,3000,1.89,0.47,,,several investments at the treatment plant,,,"insufficient level of sewage system in agglomeration,insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA0910N,Bieskiekierz
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,3000,20221231,20231231,20161231,20210601,2,3000,0,1.87,,,construction of a new treatment plant,,,"insufficient level of sewage system in agglomeration,insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA1010N,Barnim
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,177000,20271231,20281230,20210121,20260901,3NP,93459,0,1.87,,,construction of a new treatment plant,,,"insufficient level of sewage system in agglomeration,insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA1012N,Wójcin 
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,18853,20271231,20281230,20210601,20260901,3NP,18853,0,1.87,,,construction of a new treatment plant,,,"insufficient level of sewage system in agglomeration,insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA1013N,Reńsko
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,800,20271231,20281230,20210301,20210301,3NP,690,1.05,5.62,,,modernization in terms of capacity and other elements of the treatment plant,,,"insufficient level of sewage system in agglomeration,insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA0012,Zdroje
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,400,20211201,20221201,20191201,20200401,3NP,355,1.88,0.27,,,modernization in terms of sludge management,,,"insufficient level of sewage system in agglomeration,insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA5010,Redlica
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,700,20241231,20251231,20230131,20240302,2,593,0,0.14,,,modernization in terms of discharged sewage,,,"insufficient level of sewage system in agglomeration,insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA5022,Lekowo
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,5250,20251231,20261231,20240131,20250331,2,2100,0,0.14,,,modernization in terms of discharged sewage,,,"insufficient level of sewage system in agglomeration,insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA5023,Oparzno
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,0,20261231,20271231,20250131,20260331,2,0,0,0.14,,,modernization in terms of discharged sewage,,,"insufficient level of sewage system in agglomeration,insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA5025,Klępczewo
60340,"Ordinance of the Prime Minister of December 18, 2019 at the exchange rate of the zloty against the euro constituting the conversion of the added value (Journal of Laws, item 2453).",,,0,20251215,20261215,20160610,20190930,2,0,1.48,1.36,,,modernization in terms of discharged sewage,,,"insufficient level of sewage system in agglomeration,insufficient efficiency of wastewater treatment, insufficient quality of treated wastewater",PD,PL03,PLZA5030,Oczyszczalnia ścieków komunalnych w Moryniu
60369,,0.633,ERDF,3500,20251231,20261231,20221231,20231231,3m,3414,,0.633,,,"Intervento inserito nel Programma degli interventi nel settore della depurazione per la messa in conformità degli aggomerati ai sensi della Dir. 91/2717CE approvato dalla Regione Calabria con Del. G.R. n.34/2018. CRONOPROGRAMMA: 
- Conferimento incarico di progettazione e degli ulteriori servizi di architettura ed ingegneria (DL, Coord. Sicurezza, etc…): 31/12/2018 
- Redazionee a approvazione progettazione esecutiva: 30/06/2019
- Espletamento procedure d’appalto per lavori: 31/12/2019
- Consegna lavori: 30/06/2020
- Esecuzione lavori: 30/06/2022 
- Collaudo lavori: 31/12/2022 
- Rendicontazione finale e uscita procedura di infrazione: 31/12/2023
",,,Presenza sistemi NOTCON,NC,IT008,IT18Q15100000040,Crucoli - rete San Cataldo
60369,,0.633,ERDF,3500,20251231,20261231,20221231,20231231,3m,3500,,0.633,,,"Intervento inserito nel Programma degli interventi nel settore della depurazione per la messa in conformità degli aggomerati ai sensi della Dir. 91/2717CE approvato dalla Regione Calabria con Del. G.R. n.34/2018. CRONOPROGRAMMA: 
- Conferimento incarico di progettazione e degli ulteriori servizi di architettura ed ingegneria (DL, Coord. Sicurezza, etc…): 31/12/2018 
- Redazionee a approvazione progettazione esecutiva: 30/06/2019
- Espletamento procedure d’appalto per lavori: 31/12/2019
- Consegna lavori: 30/06/2020
- Esecuzione lavori: 30/06/2022 
- Collaudo lavori: 31/12/2022 
- Rendicontazione finale e uscita procedura di infrazione: 31/12/2023
",,,Insufficiente potenzialità impianto,NC,IT008,IT18Q90000002990,Crucoli - Torretta Mortelletto
60369,,0.67,ERDF,200,20251231,20261231,20221231,20231231,3m,200,,0.67,,,Intervento inserito nel Programma degli interventi nel settore della depurazione per la messa in conformità degli aggomerati ai sensi della Dir. 91/2717CE approvato dalla Regione Calabria con Del. G.R. n.34/2018,,,Presenza sistemi NOTCON,NC,IT008,IT18Q90000002924,Decollatura - rete Liardi
60370,,0.882819,CF,25000,20231231,20241231,20140101,20200101,3NP,19654,0,1.038611,0,,Improvement of the conection rate for compliance to the UWWTP; Extension of the treatment plantat at the necessary capacity,0.155792,"National budget, Local budget (municipality)",the wastewater collection and treatment rates (% l.e.) are  lower than the rates of compliance; insufficient infrastructure for urban wastewater collection; undersized capacity of the waste water treatment plant,NC,RO08,ROWP_78141_01,ROWP S.C. ApaRegio Gorj S.A.-Motru
60370,,0.303092,ERDF,2500,20261231,20271231,20190101,20200101,2,2011,0,0.356579,0,,Extension of treatment plant with secondary treatment,0.053487,"National budget, Local budget (municipality)",Improvementg the treatment level,NC,RO08,ROWP_80506_01,ROWP Primaria Hurezani
60370,,5.189435,CF,107000,20231231,20231231,20140101,20200101,3NP,93862,0,6.105218,0,,Reabilitation and extension of the treatment plant (in 2 phases),0.915783,"National budget, Local budget (municipality)",Absence of the advanced treatment  for nitrogen and phosphorus removal; efficiencies of  removal of pollutants below accepted limits for compliance; poor performance of the wastewater treatment plant;insufficient infrastructure for urban wastewater collection,NC,RO08,RO4GJ_51,ROWP S.C. Aparegio S.A Tg.Jiu
60370,,0,,15000,20221231,20231231,20140101,20200101,3NP,12635,0,0.467,0,,Construction of treatment plant with tertiary treatment,0.467,"National budget, Local budget (municipality)",Absence of  waste water treatment ,NC,RO08,ROWP_82895_01,ROWP S.C. Rovego S.A. Rovinari
60370,,1.0997,ERDF,4000,20231231,20241231,20190101,20210101,2,3965,0,1.293765,0,,Extension of treatment plant with secondary treatment,0.194065,"National budget, Local budget (municipality)",Absence of  waste water treatment ,NC,RO08,ROWP_82430_01,ROWP S.C. Stanjenelu SRL - Tismana
60370,,0.710566,ERDF,2500,20261231,20271231,20190101,20200101,2,2103,0,0.83596,0,,Construction of treatment plant with secondary treatment,0.125394,"National budget, Local budget (municipality)",Absence of  waste water treatment ,NC,RO08,ROWP_82314_01,ROWP Primaria Stoina
60370,,0.663,ERDF,7800,20261231,20271231,20190101,20210101,2,7714,0,0.78,0,,Construction of new treatment plant,0.117,"National budget, Local budget (municipality)",Absence of  waste water treatment ,NC,RO08,ROWP_79004_01,ROWP Serviciul Public Balteni
60370,,0.012943,ERDF,5500,20231231,20241231,20190101,20210101,2,5163,0,0.015227,0,,Extension of WWTP,0.002284,"National budget, Local budget (municipality)",Low connection rate,NC,RO08,ROWP_78329_01,ROWP S.C. ApaRegio Gorj S.A.-Tg. Carbunesti
60370,"The waste water treatment plant was built. It is not possible to estimate the costs for the connection of households, costs that will be paid by the owners from their own sources",0,,1500,20261231,20271231,20190101,20210101,2,927,0,0,,,Improvement of the conection rate for compliance to the UWWTP,,,Low connection rate,NC,RO08,ROWP_78016_01,ROWP Primaria Dragutesti  (Iasi Gorj)
60370,,0.4621,ERDF,2500,20261231,20271231,20190101,20210101,2,2163,0,0.543647,0,,Construction of treatment plant with secondary treatment,0.081547,"National budget, Local budget (municipality)",Absence of  waste water treatment ,NC,RO08,ROWP_78016_02,ROWP Primaria Dragutesti(Dragutesti  si Carbesti)
60370,,0.560391,PHARE,4000,20231231,20241231,20190101,20210101,2,3065,0,0.76766,0,,"Improvement of the conection rate for compliance to the UWWTP; 
Construction of a new WWTP with secondary treatment plant
",0.207269,"National budget, Local budget (municipality)",Low connection rate,NC,RO08,ROWP_78258_01,ROWP Serviciul Public Novaci
60370,,0.248312,ERDF,3000,20261231,20271231,20190101,20210101,2,2437,0,0.292132,0,,"Extension of the treatment plant;
Improvement of the conection rate for compliance to the UWWTP ",0.04382,"National budget, Local budget (municipality)",Low connection rate,NC,RO08,ROWP_81576_01_01,ROWP Primaria Balta
60370,,,,2500,20261231,20271231,20180620,20200531,2,1255,0,0,,,ensuring the compliant degree of connection,0,,wastewater treatment rates (% l.e.) under the level for compliance,NC,RO08,ROWP_126175_01,ROWP  Primaria Carlogani- Carlogani village
60370,,,,2500,20261231,20271231,20180620,20200531,2,1255,0,0,,,ensuring the compliant degree of connection,0,,wastewater treatment rates (% l.e.) under the level for compliance,NC,RO08,ROWP_126175_02,ROWP  Primaria Carlogani- Cepari village
60370,,,,2500,20261231,20271231,20180620,20200531,2,2454,0,0.641,,,Construction of  Wastewater Treatment Plant for Orlea agglomeration,0.641,Other funds,lack of waste water treatment,NC,RO08,ROWP_127947_01,ROWP Orlea 
60370,,,,2550,20261231,20271231,20180620,20200531,2,2199,0,0.898764,,,Construction of  Wastewater Treatment Plant for Stoenesti agglomeration,0.898764,National and local budget,absence of UWWTP,NC,RO08,ROWP_129102_01,ROWP Stoenesti
60370,,,,2600,20261231,20271231,20180620,20200531,2,1784,0,0.582023,,,Construction of  Wastewater Treatment Plant for Vulturesti agglomeration,0.582023,National and local budget,absence of UWWTP,NC,RO08,ROWP_130240_01,ROWP Vulturesti 
60370,,,,2700,20261231,20271231,20180620,20200531,2,1967,0,0.695476,,,Construction of  Wastewater Treatment Plant for Gradinari agglomeration,0.695476,National and local budget,lack of waste water treatment,NC,RO08,ROWP_127180_01,ROWP Gradinari
60370,,,,3000,20261231,20271231,20180620,20200531,2,2844,0,0,,,ensuring the compliant degree of connection,0,,wastewater treatment rates (% l.e.) under the level for compliance,NC,RO08,ROWP_126656_01,ROWP Primaria Deveselu
60370,,,,3500,20261231,20271231,20180620,20200531,2,3044,0,0.513275,,,Construction of  Wastewater Treatment Plant for Cilieni agglomeration,0.513275,National Enmironmental Funds,lack of waste water treatment,NC,RO08,ROWP_126157_01,ROWP Cilieni
60370,,,,3716,20261231,20271231,20180620,20200531,2,3417,0,0.195821,,,Construction of  Wastewater Treatment Plant for Brastavatu agglomeration,0.195821,National Enmironmental Funds,lack of waste water treatment,NC,RO08,ROWP_125971_01,ROWP Brastavatu
60370,,,,3750,20261231,20271231,20180620,20200531,2,3730,0,0.872534,,,Construction of  Wastewater Treatment Plant for Iancu Jianu agglomeration,0.872534,National Enmironmental Funds,lack of waste water treatment,NC,RO08,ROWP_127297_01,ROWP Iancu Jianu 
60370,,,,4300,20261231,20271231,20180620,20200531,2,3404,0,0.791518,,,Construction of  Wastewater Treatment Plant for Curtisoarau agglomeration,0.791518,National and local budget,lack of waste water treatment,NC,RO08,ROWP_126442_01,ROWP Curtisoara
60370,,,,4700,20261231,20271231,20180620,20200531,2,2140,0,0.908,,,Construction of  Wastewater Treatment Plant for Studina agglomeration,0.908,National Enmironmental Funds,lack of waste water treatment,NC,RO08,ROWP_129193_01,ROWP Studina
60370,,,,9700,20251231,20261231,20180620,20200531,2,9300,0,0,,,ensuring the compliant degree of connection,0,,the connection rate at the treatment plant is lower than the compliance rate,NC,RO08,ROWP_125631_01,ROWP SC COMPANIA APA OLT_Draganesti Olt
60370,,0.994832,CF,13814,20251231,20261231,20180620,20200531,3NP,12571,0,1.170391,0.0304301,EBRD,"Rehabilitation of existing treatment plants , tertiary , including sludge storage platforms",0.145128,National and local budget,lack of tertiary treatment of waste water,NC,RO08,ROWP_125551_01,ROWP SC COMPANIA APA OLT- Corabia
60370,,2.532803,CF,18500,20251231,20261231,20180620,20200531,3NP,15171,0,2.979769,0.07747399,EBRD,Extension of  Wastewater Treatment Plant with tertiary capacity,0.369491,National and local budget,lack of tertiary treatment of waste water,NC,RO08,ROWP_125427_01,ROWP SC APA CANAL OLTETUL SRL Bals
60370,,5.411931,CF,35451,20251231,20261231,20180620,20200531,3NP,25931,0,6.366978,0.1655414,EBRD,Tertiary for existing WWTP,0.7895,National and local budget,lack of tertiary treatment of waste water,NC,RO08,ROWP_125481_01,ROWP SC COMPANIA APA OLT- Caracal
60370,,1.56371,CF,71700,20251231,20261231,20180620,20200531,3NP,59684,0,1.839659,0.0478311,EBRD,"Temporary storage platforms , dehydrated sludge",0.228117,National and local budget,the connection rate at the treatment plant is lower than the compliance rate,NC,RO08,ROWP_125356_01,ROWP SC COMPANIA APA OLT - Slatina
60370,,0,,2500,20261231,20271231,20171231,20181231,2,1994,0,0.38826,0,,Construction of a WWTP in Lunca Bradului,0.38826,Other funds -National and local budgets,Absence of waste water treatment,NC,RO08,ROWP_118067_01,ROWP Primaria LUNCA BRADULUI
60370,,0,,4908,20221231,20231231,20131231,20141231,2,4372,0,0,0,,Improvement the connection level to the UWWTP ,0,,Level of connection to the UWWTP under compliance value,NC,RO08,ROWP_118290_01,ROWP Primaria Orasului MIERCUREA NIRAJ
60370,,0,,3619,20221231,20231231,20131231,20141231,2,3224,0,0,0,,Improvement the connection level to the UWWTP ,0,,Level of connection to the UWWTP under compliance value,NC,RO08,ROWP_11851_01,ROWP Primaria SAVARSIN
60370,,0.58,CF,2000,20261231,20271231,20141231,20151231,2,1573,0,0.7744,0,,Construction of the WWTP in Ogra,0.1936,"Other funds -National , local budgets and own sources",Absence of waste water treatment,NC,RO08,ROWP_118584_01,ROWP Ogra
60370,,0.757762,CF,4200,20261231,20271231,20141231,20151231,2,3610,0,1.010349,0,,Construction of the WWTP in Santioana de Mures,0.252587,"Other funds -National , local budgets and own sources",Absence of waste water treatment,NC,RO08,ROWP_118708_01,ROWP Santioana de Mures- Panet
60370,,0,,5664,20221231,20231231,20131231,20141231,2,5046,0,0,0,,Improvement the connection level to the UWWTP. Low performance,0,,Level of connection to the UWWTP under compliance value. Low performance,NC,RO08,ROWP_119251_01,ROWP Sarmasu
60370,,0,,5171,20221231,20231231,20131231,20141231,2,4606,0,0,0,,Improvement the connection level to the UWWTP ,0,,Level of connection to the UWWTP under compliance value,NC,RO08,ROWP_119340_01,ROWP SC Serv. Teh. Com SOVATA-Sector Sangiorgiu de Padure
60370,,1.094,CF,3000,20261231,20271231,20201231,20211231,2,2533,0,1.3725,0,,Construction of the WWTP in Secusigiu,0.322812,"Other funds -National , local budgets and own sources",Absence of waste water treatment,NC,RO08,ROWP_11959_01,ROWP Secusigiu
